"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"AINC","Ashford Inc.","19.5","$42.92M","2014","Consumer Services","Professional Services","https://old.nasdaq.com/symbol/ainc",
"AUG","Auryn Resources Inc.","1.24","$118.18M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/aug",
"AWX","Avalon Holdings Corporation","1.68","$6.51M","n/a","Public Utilities","Environmental Services","https://old.nasdaq.com/symbol/awx",
"ASM","Avino Silver","0.4406","$34.04M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/asm",
"BTG","B2Gold Corp","4.41","$4.54B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/btg",
"BTN","Ballantyne Strong, Inc","2.78","$40.36M","n/a","Miscellaneous","Industrial Machinery/Components","https://old.nasdaq.com/symbol/btn",
"BCV","Bancroft Fund Limited","25.35","$133.16M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bcv",
"BCV^A","Bancroft Fund Limited","25.6668","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bcv^a",
"BHB","Bar Harbor Bankshares, Inc.","21.45","$333.6M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/bhb",
"BRN","Barnwell Industries, Inc.","0.6301","$5.22M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/brn",
"BATL","Battalion Oil Corporation","8.29","$134.33M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/batl",
"BIOX","Bioceres Crop Solutions Corp.","5.9097","$213.46M","2018","Basic Industries","Agricultural Chemicals","https://old.nasdaq.com/symbol/biox",
"BIOX.WS","Bioceres Crop Solutions Corp.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/biox.ws",
"PHGE","BiomX Inc.","9.6195","$219.66M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/phge",
"PHGE.U","BiomX Inc.","n/a","n/a","2018","n/a","n/a","https://old.nasdaq.com/symbol/phge.u",
"PHGE.WS","BiomX Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/phge.ws",
"BPMX","BioPharmX Corporation","0.42","$7.68M","2015","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/bpmx",
"BGI","Birks Group Inc.","0.76","$13.66M","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/bgi",
"BKTI","BK Technologies Corporation","2.29","$28.99M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/bkti",
"BDR","Blonder Tongue Laboratories, Inc.","0.9094","$8.76M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/bdr",
"BRBS","Blue Ridge Bankshares, Inc.","20.02","$113.28M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/brbs",
"BRG","Bluerock Residential Growth REIT, Inc.","11.05","$271.62M","2014","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/brg",
"BRG^A","Bluerock Residential Growth REIT, Inc.","25.95","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brg^a",
"BRG^C","Bluerock Residential Growth REIT, Inc.","25.94","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brg^c",
"BRG^D","Bluerock Residential Growth REIT, Inc.","25.97","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brg^d",
"DMF","BNY Mellon Municipal Income Inc.","9.36","$194.19M","1988","n/a","n/a","https://old.nasdaq.com/symbol/dmf",
"BWL.A","Bowl America, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/bwl.a",
"BRMK.WS","Broadmark Realty Capital Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/brmk.ws",
"CMCL","Caledonia Mining Corporation Plc","10.94","$125.7M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/cmcl",
"CEI","Camber Energy, Inc.","1.24","$6.2M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/cei",
"CANF","Can-Fite Biopharma Ltd","1.56","$11.61M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/canf",
"YCBD","cbdMD, Inc.","1.02","$47.1M","2017","Consumer Non-Durables","Package Goods/Cosmetics","https://old.nasdaq.com/symbol/ycbd",
"YCBD^A","cbdMD, Inc.","7.1","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ycbd^a",
"CVM","Cel-Sci Corporation","12.49","$454.98M","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/cvm",
"CET","Central Securities Corporation","31.48","$814.99M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cet",
"LEU","Centrus Energy Corp.","8.44","$79.82M","2014","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/leu",
"CCF","Chase Corporation","88.99","$838.64M","n/a","Consumer Durables","Building Products","https://old.nasdaq.com/symbol/ccf",
"CQP","Cheniere Energy Partners, LP","32.6","$15.78B","2007","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/cqp",
"LNG","Cheniere Energy, Inc.","49.45","$12.56B","n/a","Public Utilities","Oil/Gas Transmission","https://old.nasdaq.com/symbol/lng",
"CVR","Chicago Rivet & Machine Co.","23.242","$22.45M","n/a","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cvr",
"CPHI","China Pharma Holdings, Inc.","0.8107","$35.33M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/cphi",
"CKX","CKX Lands, Inc.","9.1","$17.68M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/ckx",
"CCC.WS","Clarivate Analytics Plc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ccc.ws",
"GLV","Clough Global Dividend and Income Fund","11.27","$94.76M","2004","n/a","n/a","https://old.nasdaq.com/symbol/glv",
"GLQ","Clough Global Equity Fund","12.21","$161.55M","2005","n/a","n/a","https://old.nasdaq.com/symbol/glq",
"GLO","Clough Global Opportunities Fund","9.83","$316.77M","2006","n/a","n/a","https://old.nasdaq.com/symbol/glo",
"COHN","Cohen & Company Inc.","4","$4.77M","n/a","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/cohn",
"CIX","CompX International Inc.","14.65","$182.29M","1998","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/cix",
"LODE","Comstock Mining, Inc.","0.5405","$13.73M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/lode",
"CDOR","Condor Hospitality Trust, Inc.","10.32","$123.02M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/cdor",
"CTO","Consolidated-Tomoka Land Co.","59.64","$293.89M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/cto",
"MCF","Contango Oil & Gas Company","3.53","$455.77M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/mcf",
"CUO","Continental Materials Corporation","9.5312","$16.31M","n/a","Capital Goods","Building Materials","https://old.nasdaq.com/symbol/cuo",
"CMT","Core Molding Technologies Inc","2.76","$22.82M","n/a","Consumer Non-Durables","Plastic Products","https://old.nasdaq.com/symbol/cmt",
"CRMD","CorMedix Inc.","6","$153.92M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/crmd",
"CRF","Cornerstone Strategic Return Fund, Inc. (The)","10.3","$410.42M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/crf",
"CLM","Cornerstone Strategic Value Fund, Inc.","10.72","$806.5M","1987","n/a","n/a","https://old.nasdaq.com/symbol/clm",
"CVU","CPI Aerostructures, Inc.","2.59","$30.71M","n/a","Capital Goods","Military/Government/Technical","https://old.nasdaq.com/symbol/cvu",
"CIK","Credit Suisse Asset Management Income Fund, Inc.","3.18","$166.33M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/cik",
"DHY","Credit Suisse High Yield Bond Fund","2.43","$251.52M","1998","n/a","n/a","https://old.nasdaq.com/symbol/dhy",
"CRHM","CRH Medical Corporation","3.41","$244.19M","2015","Health Care","Medical/Nursing Services","https://old.nasdaq.com/symbol/crhm",
"CTEK","CynergisTek, Inc.","3.01","$31.12M","2017","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/ctek",
"DXR","Daxor Corporation","12.75","$47.77M","n/a","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/dxr",
"VCF","Delaware Investments Colorado Municipal Income Fund, Inc","15.2532","$73.78M","1993","n/a","n/a","https://old.nasdaq.com/symbol/vcf",
"VFL","Delaware Investments Florida Insured Municipal Income Fund","13.95","$63.17M","1993","n/a","n/a","https://old.nasdaq.com/symbol/vfl",
"VMM","Delaware Investments Minnesota Municipal Income Fund II, Inc.","14.04","$161.53M","1993","n/a","n/a","https://old.nasdaq.com/symbol/vmm",
"DLA","Delta Apparel, Inc.","19.73","$137.89M","n/a","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/dla",
"DNN","Denison Mine Corp","0.347","$207.23M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/dnn",
"DSS","Document Security Systems, Inc.","0.21","$13.04M","n/a","Consumer Durables","Containers/Packaging","https://old.nasdaq.com/symbol/dss",
"DPW","DPW Holdings, Inc.","1.29","$5.56M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/dpw",
"DXF","Dunxin Financial Holdings Limited","0.9893","$20.63M","n/a","Finance","Finance: Consumer Services","https://old.nasdaq.com/symbol/dxf",
"GRF","Eagle Capital Growth Fund, Inc.","7.5","$29.2M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/grf",
"EVM","Eaton Vance California Municipal Bond Fund","11.84","$295.93M","2002","n/a","n/a","https://old.nasdaq.com/symbol/evm",
"CEV","Eaton Vance California Municipal Income Trust","13.75","$98.09M","1999","n/a","n/a","https://old.nasdaq.com/symbol/cev",
"EVV","Eaton Vance Limited Duration Income Fund","13.32","$1.55B","2003","n/a","n/a","https://old.nasdaq.com/symbol/evv",
"EIM","Eaton Vance Municipal Bond Fund","13.48","$1.02B","2002","n/a","n/a","https://old.nasdaq.com/symbol/eim",
"ENX","Eaton Vance New York Municipal Bond Fund","12.56","$227.57M","2002","n/a","n/a","https://old.nasdaq.com/symbol/enx",
"EVY","Eaton Vance New York Municipal Income Trust","14.1","$76.17M","1999","n/a","n/a","https://old.nasdaq.com/symbol/evy",
"ELMD","Electromed, Inc.","12.17","$103.18M","2011","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://old.nasdaq.com/symbol/elmd",
"ELLO","Ellomay Capital Ltd.","17.565","$201.63M","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/ello",
"ECF","Ellsworth Growth and Income Fund Ltd.","11.18","$145.6M","1986","n/a","n/a","https://old.nasdaq.com/symbol/ecf",
"ECF^A","Ellsworth Growth and Income Fund Ltd.","25.65","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ecf^a",
"EMAN","eMagin Corporation","0.4015","$20.51M","n/a","Technology","Semiconductors","https://old.nasdaq.com/symbol/eman",
"MSN","Emerson Radio Corporation","0.77","$16.2M","n/a","Consumer Non-Durables","Consumer Electronics/Appliances","https://old.nasdaq.com/symbol/msn",
"EMX","EMX Royalty Corporation","1.62","$134.15M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/emx",
"UUUU","Energy Fuels Inc","1.33","$148.18M","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/uuuu",
"UUUU.WS","Energy Fuels Inc","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/uuuu.ws",
"ENSV","ENSERVCO Corporation","0.1461","$8.12M","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/ensv",
"ELA","Envela Corporation","3.35","$90.2M","n/a","Consumer Services","Consumer Specialties","https://old.nasdaq.com/symbol/ela",
"EQX","Equinox Gold Corp.","8.4","$953M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/eqx",
"ESP","Espey Mfg. & Electronics Corp.","21.6","$51.86M","n/a","Capital Goods","Industrial Machinery/Components","https://old.nasdaq.com/symbol/esp",
"EVBN","Evans Bancorp, Inc.","38","$187.32M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/evbn",
"EVI","EVI Industries, Inc.","21.47","$255.23M","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/evi",
"EPM","Evolution Petroleum Corporation, Inc.","4.94","$163.52M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/epm",
"FEN","First Trust Energy Income and Growth Fund","19.27","$385.62M","2004","n/a","n/a","https://old.nasdaq.com/symbol/fen",
"BDL","Flanigan&#39;s Enterprises, Inc.","20.3","$37.73M","n/a","Consumer Services","Restaurants","https://old.nasdaq.com/symbol/bdl",
"FSI","Flexible Solutions International Inc.","1.997","$24.43M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/fsi",
"FTF","Franklin Limited Duration Income Trust","9.21","$277.58M","2003","n/a","n/a","https://old.nasdaq.com/symbol/ftf",
"FSP","Franklin Street Properties Corp.","7.58","$813.1M","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/fsp",
"FRD","Friedman Industries Inc.","5.56","$38.92M","n/a","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/frd",
"GGN","GAMCO Global Gold, Natural Reources & Income Trust ","3.92","$547.5M","2005","n/a","n/a","https://old.nasdaq.com/symbol/ggn",
"GGN^B","GAMCO Global Gold, Natural Reources & Income Trust ","25.2684","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/ggn^b",
"JOB","GEE Group Inc.","0.328","$4.61M","n/a","Technology","Diversified Commercial Services","https://old.nasdaq.com/symbol/job",
"GMO","General Moly, Inc","0.2015","$26.5M","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/gmo",
"GSB","GlobalSCAPE, Inc.","8.89","$167.35M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsb",
